OBJECTID,Join_Count,TARGET_FID,PARCELID,SITEADDRES,OWNERNME1,AGENCY,TOT_APPR,LOWPARCELID,BUILDING,UNIT,STATEDAREA,LGLSTARTDT,CVTTXCD,CVTTXDSCRP,SCHLTXCD,SCHLDSCRP,USECD,USEDSCRP,NGHBRHDCD,CLASSDSCRP,CLASSCD,LIVUNITS,SITEADDRESS,SITECITY,SITESTATE,SITEZIP,PRPRTYDSCRP,CNVYNAME,OWNERNME2,PSTLADDRESS,PSTLADDRESS2,PSTLCITY,PSTLSTATE,PSTLZIP5,PSTLZIP4,FLOORCOUNT,BLDGAREA,RESFLRAREA,RESYRBLT,RESSTRTYP,STRCLASS,CLASSMOD,LNDVALUE,IMPR_APPR,LANDASSESS,IMPRASSESS,LANDAPPR,PRVASSDVAL,CNTASSDVAL,ASSDVALYRCG,ASSDPCNTCG,PRVTXBLVAL,CNTTXBLVAL,TXBLVALYRCHG,TXBLPCNTCHG,PRVWNTTXOD,PRVSMRTXOD,TOTPRVTXTOD,CNTWNTTXOD,CNTSMRTXOD,TOTCNTTXOD,TXODYRCHG,TXODPCNTCHG,WATERSERV,SEWERSERV,LASTUPDATE,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,ORDNAME,ORDLINK,ORDSTATUS,LOWPARCELI,SUBAGENCY,Censustrac,BLKGROUP,BLOCK,NSA,NEIGHBORHO,NPU,COUNCILDIS,OTHERID,STATUS,POTENTIAL_,COMMITTEDT,COMMENTS,Zoningcate,ZONING,ZONINGOVER,INCLUSIONA,ACRES,FLD_ZONE,NOFLD_PERC,NOFLD_AREA,Brownfield,Brownfie_1,Slope_C5_A,Slope_C5_P,ELEM_TOTFR,Park_Dist,Close_Park,Is_Atl_Par,Train_Dist,STATION,Bus_Dist,stop_name,LILATracts,TAD_desc,CID_NAME,GrowthType,CDBGZONEDE,Urb_Displ_,Tree_Can,OppZone_Fe,OppZone_St,OppZ_State,TAX_LIEN_V,HH_Med_Est,HIST_DSTRC,HIST_SITEN,HIST_SITE_,Shape__Are,Shape__Len,PARCELID_A,Viable_Spo,LANDUSECOD,LANDUSEDES,Intersect_,Prop,Vacancy_Fl,Fulton_LUC,Fulton_LU,ClassCode,APSExcess,Active_Park,Active_APS,Greenway,ZONING_CLASSIFICATION,PERCENTAGE,CONCAT,ZONINGCODE,Shape__Area,Shape__Length
2772,4,2772,14 002300110035,0 BENTEEN AVE SE,CITY OF ATLANTA,City of Atlanta,27100,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,10840,0,27100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00230011003,Watershed,TBD,3,313,W02,Boulevard Heights,W,1, ,N/A,Cannot be developed,No, ,Residential,R-4,Beltline,Boulevard Crossing,0.18677996,X,100.000090777,9774.56021187, , ,2325.38988949,23.7902468245,314,302.951116414,Boulevard Crossing, ,3088.52689423,King Memorial,145.398606399,BOULEVARD SE @ ENGLEWOOD AVE SE,1,Beltline, ,Low Growth Res 1, ,At Risk of Becoming Exclusive,0.0266873, , ,0,0,73571, , , ,1095.47265625,163.667664159,14 00230011003, ,SFR,Single-Family Residential,1095.4667,1,High,600,Vacant Exempt Land,E1,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1095.46875,163.667638770477
2773,20,2773,14 007000080792,0 POLAR ROCK PL SW # R,FULTON COUNTY,Landbank,23200,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,9280,0,23200,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00700008079, ,TBD,1,606,Z04,Polar Rock,Z,12, , ,More info needed, , ,Residential,R-4, , ,5.13896139,"AE,AE,X,X,X,X",36.5751003118,98326.0550478, , ,18329.5967725,6.8182013435,359,307.748519404,Pryor-Tucker Playlot, ,3274.07627833,Lakewood-Ft. McPherson,16.8460496035,POLAR ROCK AVE SW @ POLAR ROCK DR SW,1, , ,Low Growth Res 1,"Block Group 1, Census Tract 70.01, Fulton County, Georgia-0.561",At Risk of Gentrification,0.170008, , ,0,0,29444, , , ,30117.78125,1408.05823853,14 00700008079, ,SFR,Single-Family Residential,30117.7766,1,High,600,Vacant Exempt Land,E1,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,30117.7578125,1408.05823837352
2774,3,2774,17 0190  LL0211,1090 LOIS ST NW,CITY OF ATLANTA,City of Atlanta,3806700,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,566700,1296000,226680,3240000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 0190  LL021,Parks,13121008700,4,304,G03,Grove Park,J,9, , ,0, , ,Industrial,I-2,Beltline,Simpson/Hollowell,10.41145549,X,100.000007172,545239.494911, , ,100004.663863,18.3414209662,476,213.183484355,Westside Park,WESI,1368.11167461,Bankhead,193.927728913,MARIETTA ST NW@ROCKDALE ST NW,1,Beltline, ,Growth Area,"Block Group 4, Census Tract 87, Fulton County, Georgia-0.722",At Risk of Gentrification,3.36359, , ,0,0,38750, , , ,61151.0351563,1137.23850625,17 0190  LL021, ,OS,Open Space,60208.2919,0.9846,Low,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,Yes,,,PD-MU,100,"I-1-C = 0.0%,PD-MU = 100.0%",Planned Development,61151.02734375,1137.23840730532
2775,4,2775,14 007000080180,0 POLAR ROCK DR SW,CITY OF ATLANTA,City of Atlanta,7900,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,3160,0,7900,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00700008018,Unknown,13121007001,1,607,Z04,Polar Rock,Z,12, , ,Can be developed, , ,Residential,R-4, , ,0.23518852,X,99.9999454087,12303.2775577, , ,1173.28799619,9.53638044968,359,238.685254292,Pryor-Tucker Playlot, ,3201.00600741,Lakewood-Ft. McPherson,23.8356966711,POLAR ROCK AVE SW @ POLAR ROCK DR SW,1, , ,Low Growth Res 1,"Block Group 1, Census Tract 70.01, Fulton County, Georgia-0.561",At Risk of Gentrification,2.78636, , ,0,0,29444, , , ,1378.34375,158.998195161,14 00700008018, ,SFR,Single-Family Residential,1378.342,1,High,100,Residential Vacant,E1,,,,,R-4,100,R-4 = 100.0%,Single Family Residential,1378.34375,158.998099748689
2776,3,2776,14 008100020688,0 HEMPHILL AVE NW,CITY OF ATLANTA,City of Atlanta,1536800,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,614720,0,1536800,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00810002068,Parks,TBD,1,305,E02,Georgia Tech,E,3, , ,0, , ,Commercial,O-I, , ,6.40812082,"X,X,X,X",99.9999601075,335563.958575, , ,34196.6275351,10.1907886766,812,0,J. Allen Couch Park,JACO,1463.7337946,Midtown,208.950283037,10TH ST NW@CENTER ST NW,1, , ,Other Areas,"Block Group 1, Census Tract 10.02, Fulton County, Georgia-0.6981",High Student Population,1.9719, , ,0,0,31042, , , ,37632.28125,1023.08298412,14 00810002068, ,OS,Open Space,37134.2471,0.9868,High,610,Recreation/Health,E1,,Yes,,,O-I,100,O-I = 100.0%,Office-Institutional,37632.26953125,1023.08304704994
2777,2,2777,14 0145  LL0099,787 FRANCIS PL NW,CITY OF ATLANTA,City of Atlanta,14100,,,,,,,,,,,,,,E1,1,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,5640,0,14100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 0145  LL009,Watershed,13121008700,1,304,J02,Grove Park,J,9, ,N/A,Cannot be developed,No, ,Residential,PD-H,Beltline,Simpson/Hollowell,0.99958795,"X,AE,X,X",90.4472110382,47342.5133398,764 FRANCIS PL NW,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110061019357,17375.6305506,33.195899678,565,0,Kluting, ,868.439401527,Bankhead,509.391662542,DONALD L HOLLOWELL PKY @ ELMWOOD RD NW,1,Beltline, ,Low Growth Res 1,"Block Group 4, Census Tract 87, Fulton County, Georgia-0.722",At Risk of Gentrification,0.444789, , ,0,0,31172, , , ,5869.8984375,342.264947681,14 0145  LL009, ,SFR,Single-Family Residential,5850.1908,0.9966,High,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,,,Yes,PD-H,100,PD-H = 100.0%,Planned Development,5869.89453125,342.26474446644
2778,4,2778,17 022600070500,970 NORTH EUGENIA PL NW,FULTON COUNTY CITY OF ATLANTA LAND BANK AUTHORITY INC,Landbank,32700,,,,,,,,,,,,,,E1,1,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,23600,3640,9440,9100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 02260007050, ,13121008500,3,403,J02,Grove Park,J,9, ,Stage 1: Under consideration/ pre-development,0, ,Identified for purchase by ALT as part of the Permanent Affordability Program,Residential,R-4A, , ,0.2386988,X,100.000072089,12500.0523379, , ,1307.58081645,10.4606102736,476,564.210798417,Edwin Place Park, ,2362.86085306,Bankhead,306.852704416,HOLLYWOOD DR NW@CATO ST NW,1,Perry/Bolton, ,Low Growth Res 1,"Block Group 3, Census Tract 85, Fulton County, Georgia-0.6267",Ongoing Displacement,0.145298,Census Tract 85, ,0,0,24699, , , ,1401.88671875,184.815180408,17 02260007050, ,LDR,Low-Density Residential,1401.8864,1,Low,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,,,,R-4A,100,R-4A = 100.0%,Single Family Residential,1401.88671875,184.815136711836
2779,11,2779,14 0031  LL0153,0 PERIMETER HWY SE,CITY OF ATLANTA,City of Atlanta,587900,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,235160,0,587900,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 0031  LL015,Parks,TBD,1,110,Z05,South River Gardens,Z,12, , ,0, , ,Residential,R-4, , ,129.1814033,"AE,X,X,X,X",94.4715551405,6382180.57121, , ,130220.590788,1.9275765682,462,0,Southside Park,SOUT,6689.6477887,East Point,140.900676524,HUTCHENS RD SE @ 916,1, , ,Low Growth Res 2,"Block Group 1, Census Tract 72, Fulton County, Georgia-0.8017",At Risk of Gentrification,8.61607,Census Tract 72, ,0,0,26165, , , ,756598.074219,4029.89114909,14 0031  LL015, ,OS,Open Space,754191.9057,0.9968,High,600,Vacant Exempt Land,E1,,Yes,,,R-4,100,R-4 = 100.0%,Single Family Residential,756598.1171875,4029.89125087055
2780,2,2780,14 020400020441,0 KIMBERLEY CT SW,FULTON COUNTY,Landbank,23800,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,9520,0,23800,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 02040002044, ,TBD,2,225,I03,Chalet Woods,I,10, , ,More info needed, , ,Residential,R-3, , ,0.91456212,X,99.9999847799,47874.002614, , ,15116.5633852,31.5757201384,477,225.107650966,Isabel Gates Webster Park, ,965.795330547,Hamilton E. Holmes,114.761019114,PEYTON RD SW @ 294,1, , ,Low Growth Res 1, ,At Risk of Gentrification,0.373623,Census Tract 81.02, ,0,0,64623, , , ,5366.875,305.969797235,14 02040002044, ,SFR,Single-Family Residential,5366.8909,1,High,600,Vacant Exempt Land,E1,,,,,R-3,100,R-3 = 100.0%,Single Family Residential,5366.88671875,305.969689638748
2781,2,2781,17 005000070030,0 WELLBOURNE DR NE,CITY OF ATLANTA,City of Atlanta,509400,,,,,,,,,,,,,,E3,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,203760,0,509400,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 00500007003,Parks,TBD,3,108,F04,Morningside/Lenox Park,F,6, , ,0, , ,Residential,R-3, , ,1.33082103,"AE,X,X",29.3160897367,20436.9855496,1933 WELLBOURNE DR NE,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070068544,4547.59559879,6.52335543011,65,181.557323497,Morningside Nature Preserve,WIUF,1850.67676875,Lindbergh Center,257.47363651,CHESHIRE BRIDGE NE@WELLBOURNE DR NE,0, , ,Low Growth Res 1, ,Stable/Advanced Exclusive,0.554504, , ,0,0,183182, , , ,7820.67578125,431.906255255,17 00500007003, ,SFR,Single-Family Residential,7810.8858,0.9987,High,100,Residential Vacant,E3,,Yes,,,R-3,100,R-3 = 100.0%,Single Family Residential,7820.67578125,431.906355124365
2782,3,2782,14 014300040724,512 WEST ANTHONY ST NW,CITY OF ATLANTA,City of Atlanta,33500,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,16100,6960,6440,17400,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01430004072,Watershed,13121008500,1,101,K02,Bankhead,K,9, ,N/A,Cannot be developed,No, ,Residential,R-4A,Beltline,Upper Marietta/Westside Park,0.12200446,"X,X",100.000128844,6388.15462542, , ,0,0,505,378.736606263,Maddox Park, ,319.713496086,Bankhead,280.633172713,DONALD L HOLLOWELL PKY @ PIERCE AVE NW,1,Beltline, ,Low Growth Res 1,"Block Group 1, Census Tract 85, Fulton County, Georgia-1",Ongoing Displacement,0.0385484,Census Tract 85, ,0,0,23594, , , ,716.33984375,110.185772761,14 01430004072, ,OS,Open Space,678.472,0.9471,High,600,Vacant Exempt Land,E1,,,,,R-4A,100,R-4A = 100.0%,Single Family Residential,716.33984375,110.18577276099
2783,3,2783,14 014300040138,526 WEST ANTHONY ST NW,CITY OF ATLANTA,City of Atlanta,32000,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,14600,6960,5840,17400,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01430004013,Watershed,13121008500,1,103,K02,Bankhead,K,9, ,N/A,Cannot be developed,No, ,Residential,R-4A,Beltline,Upper Marietta/Westside Park,0.1097776,"X,X",100.0002758,5747.95961926, , ,0,0,505,378.687642504,Maddox Park, ,291.647667128,Bankhead,253.503410532,DONALD L HOLLOWELL PKY @ PIERCE AVE NW,1,Beltline, ,Low Growth Res 1,"Block Group 1, Census Tract 85, Fulton County, Georgia-1",Ongoing Displacement,0.0227337,Census Tract 85, ,0,0,23594, , , ,644.546875,107.03942893,14 01430004013, ,OS,Open Space,600.6176,0.9318,High,600,Vacant Exempt Land,E1,,,,,R-4A,100,R-4A = 100.0%,Single Family Residential,644.5390625,107.039327140867
2784,2,2784,14 008400040576,0 TECHWOOD DR SW,CITY OF ATLANTA,City of Atlanta,355500,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,142200,0,355500,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00840004057,Public Safety,13121003500,1,101,M01,Castleberry Hill,M,3, , ,0, , ,Residential,MRC-2-C,Arts and Entertainment Sign, ,0.736144,X,99.9999930782,38537.1197243, , ,0,0,380,243.258813377,Fire Station #5 Park, ,382.898346268,Dome/GWCC/Philips/CNN,132.699292261,MITCHELL ST @ MANGUM ST,1,Westside, ,Growth Area,"Block Group 1, Census Tract 36, Fulton County, Georgia-0.8038",Early/Ongoing Gentrification,0.00691894, , ,0,0,53152, , , ,4320.4921875,264.464767764,14 00840004057, ,MU,Mixed-Use,4320.4946,1,High,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,,,,MRC-2-C,100,MRC-2-C = 100.0%,Multi-Family Residential,4320.484375,264.464565754632
2785,3,2785,14 014000020109,0 CHICAMAUGA AVE SW,CITY OF ATLANTA GEORGIA,City of Atlanta,1100,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,440,0,1100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01400002010,Parks,13121002400,2,212,T03,Westview,T,4, , ,0, , ,Residential,R-4,Beltline,RDA/Cascade,0.19568297,X,100.000110032,10243.2658428, , ,0,0,506,85.7050057515,Enota Park,ENPL,1378.00422803,West Lake,105.294366667,WESTVIEW DR SW @ CHICAMAUGA AVE SW,1,Beltline, ,Low Growth Res 1,"Block Group 2, Census Tract 40, Fulton County, Georgia-0.8611",At Risk of Gentrification,0.160124, , ,0,0,31852, , , ,1148.30859375,148.67846826,14 01400002010, ,SFR,Single-Family Residential,1148.3112,1,High,100,Residential Vacant,E1,,Yes,,,R-4,100,R-4 = 100.0%,Single Family Residential,1148.31640625,148.678670516938
2786,2,2786,14 007700020650,143 ALABAMA ST SW,CITY OF ATLANTA,City of Atlanta,2583800,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,30303,,,,,,,,,,,,,,,,,,280300,921400,112120,2303500,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00770002065,Community Development,13121003500,2,234,M01,Downtown,M,4, ,N/A,Cannot be developed,No, ,Residential,SPI-1 SA1,Arts and Entertainment Sign, ,0.6,X,99.9998832797,28927.1283979, , ,1202.72578602,4.15777316591,372,180.648076204,Marietta Street Island, ,81.1865275406,Five Points,6.14836505904,MARTA FIVE POINTS STATION,1,Westside,Downtown Atlanta CID,Growth Area, ,At Risk of Becoming Exclusive,0.0800622,Census Tract 119,City of Atlanta - South Downtown,2027,0,45452, , , ,3243.16015625,266.475774579,14 00770002065, ,HDC,High-Density Commercial,3243.1604,1,Low,0, ,E1,,,,,SPI-1 SA1,100,SPI-1 SA1 = 100.0%,Special Public Interest,3243.16015625,266.475770672897
2787,11,2787,14 0070  LL0866,0 MACON DR SE,CITY OF ATLANTA,City of Atlanta,33900,,,,,,,,,,,,,,E4,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,13560,0,33900,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 0070  LL086,Watershed,13121007300,3,410,Z04,Swallow Circle/Baywood,Z,12, ,N/A,Cannot be developed,No, ,Residential,R-4, , ,6.73266512,"AE,AE,X,X,X",24.8779430887,87623.5631861, , ,16594.6374756,4.71152315296,359,417.545860147,Swann Preserve - Park, ,3625.99648019,Lakewood-Ft. McPherson,32.5889408224,MACON DR@LANG DR,1, , ,Low Growth Res 1,"Block Group 3, Census Tract 70.01, Fulton County, Georgia-0.5288",At Risk of Gentrification,0.637532, , ,0,0,38261, , , ,39460.078125,1123.63854587,14 0070  LL086, ,SFR,Single-Family Residential,39460.0772,1,High,100,Residential Vacant,E4,,,,Yes,R-4,100,R-4 = 100.0%,Single Family Residential,39460.06640625,1123.63864464829
2788,4,2788,14 0145  LL0131,0 FLORENCE PL NW # REAR,FULTON COUNTY,Landbank,1800,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,720,0,1800,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 0145  LL013, ,TBD,3,301,J02,Grove Park,J,9, , ,More info needed, , ,Residential,R-4, , ,0.35853477,"AE,X,AE,X",39.7402158035,7460.93858306, , ,12748.3221365,67.9031287011,565,119.609389582,Matilda Place Park,GROV,1170.6290859,Bankhead,214.765319197,DONALD L HOLLOWELL PKY @ MATILDA PL NW,1,Perry/Bolton, ,Low Growth Res 1,"Block Group 3, Census Tract 85, Fulton County, Georgia-0.6267",Ongoing Displacement,0.282688,Census Tract 85, ,0,0,31724, , , ,2105.39453125,367.289143171,14 0145  LL013, ,SFR,Single-Family Residential,2105.3959,1,High,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,Yes,,,R-4,100,R-4 = 100.0%,Single Family Residential,2105.3828125,367.289271681676
2789,4,2789,14 0033  LL0169,0 I 285 HWY,ATLANTA ECONOMIC RENAISSANCE CORP,Invest Atlanta,1415400,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,566160,0,1415400,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 0033  LL016,IA,TBD,2,302,Z03,Blair Villa/Poole Creek,Z,12,Flood Plain,N/A,0, , ,Industrial,I-1, , ,21.27848517,"AE,X,AE,X",84.9711261047,945406.642802, , ,50080.8675349,4.50116121263,462,1020.82469828,Harper Park, ,6878.64999155,Airport,411.385444264,JONESBORO RD SE @ CONLEY RD SE,1, , ,Growth Area,"Block Group 2, Census Tract 72, Fulton County, Georgia-1",Ongoing Displacement,7.4873,Census Tract 72,City of Atlanta - Southside Industrial Park,2021,0,44219, , , ,124589.589844,1470.16989061,14 0033  LL016, ,I,Industrial,124589.5889,1,High,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,,,,I-1,100,I-1 = 100.0%,Industrial,124589.58984375,1470.1700489291
2790,2,2790,17 024600020907,0 ABNER TER NW,FULTON COUNTY,Landbank,5600,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,2240,0,5600,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 02460002090, ,TBD,2,206,G03,Carver Hills,G,9, , ,More info needed, , ,Residential,R-4A, , ,0.26296321,X,100.000239598,13773.635885, , ,6191.82796484,44.9543087391,400,28.1576584293,Saporta, ,4431.23341399,Bankhead,96.0064365367,AJAX DR NW @ ABNER TER NW,1,Perry/Bolton, ,Low Growth Res 1,"Block Group 2, Census Tract 87, Fulton County, Georgia-0.7467",At Risk of Gentrification,0.108726, , ,0,0,12257, , , ,1545.05078125,161.161104714,17 02460002090, ,SFR,Single-Family Residential,1545.0504,1,High,600,Vacant Exempt Land,E1,,,,,R-4A,100,R-4A = 100.0%,Single Family Residential,1545.0546875,161.161143137759
2791,1,2791,14 008300010240,618 TYLER ST NW,CITY OF ATLANTA,City of Atlanta,23700,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,9480,0,23700,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 00830001024,Watershed,13121002600,1,101,L01,Vine City,L,3, ,N/A,Cannot be developed,No, ,Residential,SPI-11 SA7, ,Vine City,0.09130696,X,100.000129988,4780.48700059, , ,0,0,660,49.3597148357,Mims Park,MIMS,718.150127043,Vine City,60.5367090803,JOSEPH E BOONE BLVD @ VINE ST NW,1,Westside, ,Growth Area,"Block Group 1, Census Tract 26, Fulton County, Georgia-0.8357",At Risk of Gentrification,0.0642475,Census Tract 26, ,0,0,33611, , , ,536.01953125,101.703872579,14 00830001024, ,OS,Open Space,536.0145,1,High,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,Yes,,Yes,SPI-19 SA5,100,SPI-19 SA5 = 100.0%,Special Public Interest,536.01953125,101.70387257859
2792,7,2792,14 017700010486,0 BANKHEAD HWY NW # REAR,CITY OF ATLANTA,City of Atlanta,20200,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,8080,0,20200,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01770001048,Parks,TBD,4,413,G02,Center Hill,J,9, , ,0, , ,Residential,R-4A, , ,2.90374256,X,100.000047109,152056.878173, , ,1013.10657709,0.666268482249,476,120.517783026,Center Hill Park,CEHI,2760.51832465,Hamilton E. Holmes,111.287572299,DONALD L HOLLOWELL PKY @ GARY RD NW,1,Hollowell / Martin Luther King, ,Low Growth Res 1,"Block Group 4, Census Tract 86.01, Fulton County, Georgia-1",At Risk of Gentrification,0.185823,Census Tract 86.01, ,0,0,30385, , , ,17052.7460938,598.006239009,14 01770001048, ,OS,Open Space,16826.246,0.9867,High,699,Improved Government Owned Exempt NEC (Nowhere else coded),E1,,Yes,,,R-4A,100,R-4A = 100.0%,Single Family Residential,17052.74609375,598.006239008659
2793,6,2793,17 010600090305,0 ELEVENTH ST NE,CITY OF ATLANTA,City of Atlanta,132300,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,52920,0,132300,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 01060009030,MAP,13121001100,3,104,E07,Midtown,E,2, ,N/A,Cannot be developed,No, ,TBD,SPI-16 SA2, , ,0.16225338,X,100.000079824,8496.98743827, , ,52.8424090134,0.62189630829,497,558.771183896,Peachtree at 15th St. Park, ,587.575331952,Midtown,185.461694093,10TH ST NE @ PIEDMONT AVE NE,0, ,Midtown CID,Growth Area, ,Becoming Exclusive,0.0365716, , ,0,0,129583, , , ,952.96484375,144.437908862,17 01060009030, ,VHDR,Very High-Density Residential,952.9635,1,High,600,Vacant Exempt Land,E1,,,,,SPI-16 SA2,100,SPI-16 SA2 = 100.0%,Special Public Interest,952.96875,144.438017709651
2794,3,2794,17 019200010365,0 CARROLL DR NW,CITY OF ATLANTA,City of Atlanta,242500,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,97000,0,242500,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 01920001036,Public Safety,TBD,1,110,D03,Hills Park,D,9, , ,0, , ,Industrial,I-1, , ,0.87014935,X,99.9999349744,45578.1723876, , ,0,0,103,1445.12235863,Mantissa Road, ,3362.63278813,Bankhead,14.1977003333,MARIETTA BLVD @ CARROLL DR,0, , ,Growth Area, ,Stable Moderate/Mixed Income,0.205592, , ,0,0,62735, , , ,5112.85546875,292.860016274,17 01920001036, ,I,Industrial,5112.8499,1,High,660,Police or Fire Station,E1,,,,,I-2,99,"I-1 = 1.0%,I-2 = 99.0%",Industrial,5112.84375,292.859819265804
2795,4,2795,17 0151  LL0432,0 HENRY ST NW,CITY OF ATLANTA,City of Atlanta,669600,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,0,267840,0,669600,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 0151  LL043,Watershed,TBD,3,209,D03,Berkeley Park,D,9, , ,0, , ,Industrial,I-1,Beltline,Upper Westside/Northside,1.16500734,X,100.000011917,61017.0944858, , ,1848.40503266,3.0293236158,812,1140.42143986,Loring Heights Park, ,2174.65005658,Arts Center,162.416352008,NORTHSIDE DR NW @ TRABERT AVE NW,0,Beltline,Upper Westside CID,Growth Area, ,Stable Moderate/Mixed Income,7.31531, , ,0,0,102692, , , ,6844.09765625,355.423311549,17 0151  LL043, ,MU,Mixed-Use,6734.2942,0.984,High,600,Vacant Exempt Land,E1,,,,,I-1,100,I-1 = 100.0%,Industrial,6844.09765625,355.423315168192
2796,3,2796,14 014300030360,542 WEST ANTHONY ST NW,CITY OF ATLANTA,City of Atlanta,18400,,,,,,,,,,,,,,E1,0,,ATLANTA,GA,,,,,,,,,,,,,,,,,,,900,7000,360,17500,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 01430003036,Watershed,13121008500,1,103,K02,Bankhead,K,9, ,N/A,Cannot be developed,No, ,Residential,R-4A,Beltline,Upper Marietta/Westside Park,0.11462473,"X,X",99.9999983819,6001.7743742, , ,0,0,505,382.074483936,Maddox Park, ,248.292923103,Bankhead,212.312998381,DONALD L HOLLOWELL PKY @ PIERCE AVE NW,1,Beltline, ,Low Growth Res 1,"Block Group 1, Census Tract 85, Fulton County, Georgia-1",Ongoing Displacement,0.01878,Census Tract 85, ,0,0,23594, , , ,673.01171875,110.057936917,14 01430003036, ,OS,Open Space,616.4078,0.9159,High,690,Rail/Bus/Air Terminal,E1,,,,,R-4A,100,R-4A = 100.0%,Single Family Residential,673.00390625,110.057736145117
