Address,ZoningCode,Latitude,Longitude,MaxSolarPanels,MaxSolarAreaM2,SunshineHoursPerYear,InstallationCost,AnnualEnergyProductionKWh,AnnualSavings,PaybackPeriodYears
2031 ALISON CT SW,Multi-Family Residential,33.701184,-84.454785,150,294.53323,1657.7448,45000,18732,2435.1600000000003,18.479278568964666
1098 MERCURY DR NW,Single Family Residential,33.779955,-84.50564399999999,24,47.125317,1391.3514,7200,2997.12,389.6256,18.479278568964666
0 LELAND TER NE,Single Family Residential,33.7623326,-84.3135292,68,133.52173,1567.0205,20400,8491.84,1103.9392,18.479278568964666
0 PERKERSON RD SW,Single Family Residential,33.6932892,-84.4113579,49,96.21419,1252.3231,14700,6119.12,795.4856,18.47927856896467
1615 LANGSTON AVE SW,Single Family Residential,33.710818,-84.423508,43,84.43286,1590.337,12900,5369.84,698.0792,18.479278568964666
1619 LANGSTON AVE SW,Single Family Residential,33.710686,-84.4234649,46,90.323524,1520.6974,13800,5744.48,746.7823999999999,18.47927856896467
0 EVANS DR SW,Single Family Residential,33.7070321,-84.4232504,38,74.61508,1409.5505,11400,4745.44,616.9072,18.479278568964666
1609 LANGSTON AVE SW,Single Family Residential,33.7109663,-84.4234008,53,104.068405,1646.3939,15900,6618.64,860.4232000000001,18.479278568964666
619 CANTERBURY RD NE,Single Family Residential,33.832764,-84.360877,51,100.1413,1445.9094,15300,6368.88,827.9544000000001,18.479278568964666
0 BROWNING ST SW,Single Family Residential,33.7524716,-84.4421624,20,39.271095,1651.9106,6000,2497.6,324.688,18.47927856896467
2019 HARDEN RD SW,Single Family Residential,35.8135198,-78.6934442,61,119.77685,1145.6968,18300,7617.68,990.2984,18.479278568964666
0 CONNELL AVE SW,Single Family Residential,33.6831448,-84.4044315,8,15.708439,1092.9817,2400,999.04,129.8752,18.479278568964666
2731 FORREST HILLS DR SW,Single Family Residential,33.680462,-84.39983590000001,58,113.886185,1463.195,17400,7243.04,941.5952,18.479278568964666
0 POMONA CIR SW,Single Family Residential,33.687309,-84.403865,47,92.28708,1324.6304,14100,5869.36,763.0168,18.479278568964666
2089 MORELAND AVE SE,Single Family Residential,33.697016,-84.350054,62,121.7404,1490.6641,18600,7742.56,1006.5328000000001,18.479278568964666
0 JOHN ST,Single Family Residential,40.7100172,-74.009383,24,47.125317,1231.4493,7200,2997.12,389.6256,18.479278568964666
0 IRWIN ST NE,Single Family Residential,33.7576504,-84.3712924,42,82.46931,1539.4126,12600,5244.96,681.8448000000001,18.479278568964666
0 FORT ST NE,Single Family Residential,33.7555385,-84.3779519,95,186.5377,1502.8375,28500,11863.6,1542.268,18.479278568964666
959 UNITED AVE SE,Single Family Residential,33.7259335,-84.3556016,2448,4806.782,1580.986,734400,305706.24,39741.811200000004,18.479278568964666
0 MITCHELL ST SW,Multi-Family Residential,33.749084,-84.3896592,338,663.6815,1653.7305,101400,42209.44,5487.2272,18.479278568964666
0 ELLIOTT ST SW,Multi-Family Residential,33.7536301,-84.39804649999999,41,80.50575,1607.7965,12300,5120.08,665.6104,18.479278568964666
0 HANK AARON DR SE,Multi-Family Residential,33.7296871,-84.387974,94,184.57416,1528.1685,28200,11738.72,1526.0336,18.479278568964666
565 HANK AARON DR,Multi-Family Residential,33.7368371,-84.3879984,13,25.526213,1490.5769,3900,1623.44,211.0472,18.479278568964666
645 CAPITOL AVE SE,Multi-Family Residential,33.737645,-84.388564,18,35.343987,1662.5891,5400,2247.84,292.2192,18.479278568964666
0 MANGUM ST SW,Multi-Family Residential,33.7543967,-84.3993441,30,58.906647,1570.424,9000,3746.4,487.03200000000004,18.479278568964666
610 POLLARD BLVD,Multi-Family Residential,33.739719,-84.390946,198,388.78387,1597.9216,59400,24726.24,3214.4112000000005,18.479278568964666
475 CAPITOL AVE SE,Multi-Family Residential,33.74169,-84.3881059,10,19.635548,1612.1163,3000,1248.8,162.344,18.47927856896467
495 CAPITOL AVE SE,Multi-Family Residential,33.741297,-84.388641,10,19.635548,1612.1163,3000,1248.8,162.344,18.47927856896467
560 POLLARD BLVD,Multi-Family Residential,33.741327,-84.390135,198,388.78387,1597.9216,59400,24726.24,3214.4112000000005,18.479278568964666
0 POLLARD BLVD,Multi-Family Residential,33.7431377,-84.3883336,3212,6306.938,1557.9846,963600,401114.56,52144.8928,18.479278568964666
0 POLLARD BLVD,Multi-Family Residential,33.7431377,-84.3883336,3212,6306.938,1557.9846,963600,401114.56,52144.8928,18.479278568964666
610 POLLARD BLVD,Multi-Family Residential,33.739719,-84.390946,198,388.78387,1597.9216,59400,24726.24,3214.4112000000005,18.479278568964666
0 TECHWOOD DR NW,Single Family Residential,33.7725072,-84.39207859999999,252,494.81583,1621.8495,75600,31469.76,4091.0688,18.479278568964666
0 KENYON ST SE,Single Family Residential,33.7525323,-84.3575201,58,113.886185,1548.991,17400,7243.04,941.5952,18.479278568964666
525 HANK AARON DR,Multi-Family Residential,33.74175,-84.3879128,10,19.635548,1612.1163,3000,1248.8,162.344,18.47927856896467
0 TECHWOOD DR NW,Single Family Residential,33.7725072,-84.39207859999999,252,494.81583,1621.8495,75600,31469.76,4091.0688,18.479278568964666
1756 METROPOLITAN PKWY SW,Multi-Family Residential,33.7056607,-84.4061659,27,53.01598,1676.6521,8100,3371.76,438.32880000000006,18.479278568964666
1273 DONALD LEE HOLLOWELL PKWY NW,Multi-Family Residential,33.773105,-84.429098,78,153.15727,1553.0527,23400,9740.64,1266.2832,18.479278568964666
0 BARGE RD SW,Single Family Residential,33.6887555,-84.5062684,59,115.84974,1371.3914,17700,7367.92,957.8296,18.479278568964666
418 CHAPPELL RD NW,Single Family Residential,33.7666672,-84.4327306,39,76.578636,1592.2252,11700,4870.32,633.1416,18.479278568964666
1724 METROPOLITAN PKWY SW,Multi-Family Residential,33.706652,-84.407102,1439,2825.5554,1612.3073,431700,179702.32,23361.301600000003,18.479278568964666
